num_errors,error_type,dob_error_flag,dob_error_msg
5,"['Número de documento', 'Apellidos', 'Fecha de nacimiento', 'Tipo de documento', 'Nombre']",False,
3,"['First name(s)', 'Date of birth', 'Gender']",False,
3,"['Nachname', 'Geburtsdatum', 'Vorname(n)']",False,
2,"['Prénom', 'Nom']",False,
4,"['Fornavn', 'Etternavn', 'Fødselsdato', 'Tittel']",False,
2,"['deliveryOptions.euTicket.passengerLabel.passenger.firstName', 'deliveryOptions.euTicket.passengerLabel.passenger.lastName']",False,
3,"['Tipo de documento', 'Número de documento', 'Fecha de nacimiento']",False,
3,"['Document number', 'Date of birth', 'Document type']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Fiscal number / Social security number', 'Postal code', 'Country']",False,
6,"['Nome', 'Cognome', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
3,"['Dokumentnummer', 'Vorname(n)', 'Nachname']",False,
1,['Date de naissance'],True,La date de naissance n'est pas valide pour le type de passager sélectionné.
1,['Anrede'],False,
2,"['Nome', 'Cognome']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
3,"['Vorname(n)', 'Nachname', 'Anrede']",False,
1,['Cognome'],False,
1,['Title'],False,
1,['Date de naissance'],True,Une date de naissance valide doit être renseignée.
1,['Last name'],False,
2,"['First name(s)', 'Last name']",False,
1,['Date of birth'],True,Your date of birth is not valid for the selected passenger type.
4,"['Città', 'CAP', 'Nome dell’azienda', 'Partita IVA']",False,
1,['Provincia'],False,
1,['Tipo de documento'],False,
1,['Data di nascita'],False,
2,"['Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
7,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
3,"['First name(s)', 'Last name', 'Date of birth']",True,Please enter a valid date of birth.
4,"['Nombre', 'Apellidos', 'Número de documento', 'Tipo de documento']",False,
2,"['Vorname(n)', 'Nachname']",False,
1,['Geburtsdatum'],True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
1,['Date of birth'],True,Please enter a valid date of birth.
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
1,['Date de naissance'],True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
1,['Nom'],False,
1,['Civilité'],False,
1,['Fecha de nacimiento'],False,
2,"['Prénom', 'Nom']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
2,"['Prénom', 'Nom']",False,
1,['Número de documento'],False,
1,['Nachname'],False,
3,"['First name(s)', 'Last name', 'Title']",False,
2,"['Número de documento', 'Tipo de documento']",False,
1,['First name(s)'],False,
1,['Prénom'],False,
4,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Anrede']",False,
2,"['Cognome', 'Nome']",False,
2,"['First name(s)', 'Last name']",False,
1,['Geburtsdatum'],True,Bitte geben Sie ein gültiges Geburtsdatum ein.
6,"['Nome', 'Cognome', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
1,['Document type'],False,
1,['Data di nascita'],False,
1,['Document number'],False,
1,['Titolo'],False,
2,"['Nachname', 'Anrede']",False,
5,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
2,"['Nombre', 'Apellidos']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
3,"['Nom', 'Date de naissance', 'Prénom']",False,
1,['Codice fiscale / Numero di previdenza sociale'],False,
2,"['Last name', 'First name(s)']",False,
2,"['Nome', 'Cognome']",False,
2,"['Last name', 'Date of birth']",True,Please enter a valid date of birth.
2,"['Vorname(n)', 'Nachname']",False,
1,['Fiscal number / Social security number'],False,
3,"['Nachname', 'Vorname(n)', 'Anrede']",False,
2,"['Nachname', 'Geburtsdatum']",True,Bitte geben Sie ein gültiges Geburtsdatum ein.
1,['Fecha de nacimiento'],False,
4,"['City', 'Postal code', 'Company name', 'Vat number']",False,
1,['Apellidos'],False,
1,['Nome'],False,
4,"['First name(s)', 'Last name', 'Document number', 'Document type']",False,
1,['Numéro de document'],False,
1,['Date of birth'],True,Cannot be before 1900 or after current date.
1,['Vorname(n)'],False,
1,['Paese'],False,
3,"['Apellidos', 'Número de documento', 'Tipo de documento']",False,
2,"['Document number', 'Document type']",False,
1,['Numéro fiscal / numéro de sécurité sociale'],False,
4,"['Ville', 'Code postal', 'Nom de l’entreprise', 'Numéro de TVA']",False,
1,['Título'],False,
3,"['Cognome', 'Data di nascita', 'Nome']",False,
2,"['Last name', 'Title']",False,
7,"['Fiscal number / Social security number', 'First name', 'Surname', 'City', 'Postal code', 'Street and number', 'Country']",False,
3,"['Prénom', 'Nom', 'Civilité']",False,
2,"['Cognome', 'Data di nascita']",False,
2,"['Nom', 'Prénom']",False,
2,"['Nachname', 'Vorname(n)']",False,
1,['Nombre'],False,
2,"['Last name', 'First name(s)']",False,
3,"['Date de naissance', 'Prénom', 'Nom']",False,
3,"['Last name', 'Date of birth', 'First name(s)']",False,
2,"['Nombre', 'Apellidos']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Cognome', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
7,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
3,"['CAP', 'Nome dell’azienda', 'Partita IVA']",False,
4,"['First name(s)', 'Last name', 'Date of birth', 'Title']",False,
2,"['Geburtsdatum', 'Anrede']",False,
1,['Data di nascita'],False,
2,"['Numéro de document', 'Type de document']",False,
2,"['Codice fiscale / Numero di previdenza sociale', 'Provincia']",False,
3,"['Nachname', 'Geburtsdatum', 'Vorname(n)']",False,
2,"['Voorna(a)m(en', 'Achternaam']",False,
1,['Geburtsdatum'],True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
1,['Titel'],False,
1,['Steuernummer / Sozialversicherungsnummer'],False,
5,"['First name(s)', 'Last name', 'Date of birth', 'Document number', 'Document type']",False,
3,"['Nome', 'Cognome', 'Titolo']",False,
1,['Geboortedatum'],True,De geboortedatum is niet geldig voor het type passagier dat je hebt geselecteerd.
3,"['Prénom', 'Nom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
2,"['Nachname', 'Vorname(n)']",False,
2,"['Cognome', 'Nome']",False,
1,['Dokumentnummer'],False,
3,"['Last name', 'First name(s)', 'Title']",False,
2,"['Nome dell’azienda', 'Partita IVA']",False,
4,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Geschlecht']",False,
1,['Art des Dokuments'],False,
1,['Gender'],False,
2,"['Nom', 'Prénom']",False,
3,"['Nombre', 'Apellidos', 'Título']",False,
2,"['Apellidos', 'Fecha de nacimiento']",False,
4,"['Apellidos', 'Número de documento', 'Tipo de documento', 'Nombre']",False,
1,['Partita IVA'],False,
1,['Achternaam'],False,
2,"['Apellidos', 'Nombre']",False,
1,['Geschlecht'],False,
1,['Fecha de nacimiento'],False,
3,"['Date of birth', 'First name(s)', 'Last name']",False,
3,"['Nome', 'Sobrenome', 'Data de nascimento']",True,Insira uma data de nascimento válida.
3,"['Prénom', 'Nom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
4,"['Nachname', 'Geburtsdatum', 'Vorname(n)', 'Anrede']",False,
1,['Numéro de TVA'],False,
5,"['Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento', 'Nombre']",False,
3,"['Città', 'CAP', 'Nome dell’azienda']",False,
2,"['Nome', 'Sobrenome']",False,
2,"['Geburtsdatum', 'Anrede']",False,
4,"['Prénom', 'Nom', 'Numéro de document', 'Type de document']",False,
1,['Voorna(a)m(en'],False,
2,"['Codice fiscale / Numero di previdenza sociale', 'Paese']",False,
2,"['Nom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
1,['Province'],False,
1,['Last name'],False,
3,"['Nachname', 'Geburtsdatum', 'Anrede']",False,
2,"['Prénom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
4,"['First name(s)', 'Last name', 'Date of birth', 'Gender']",False,
3,"['Nombre', 'Apellidos', 'Número de documento']",False,
2,"['Dokumentnummer', 'Art des Dokuments']",False,
3,"['Nom', 'Prénom', 'Civilité']",False,
2,"['Tipo de documento', 'Número de documento']",False,
1,['Data de nascimento'],True,Sua data de nascimento não é válida para o tipo de passageiro selecionado.
7,"['Steuernummer / Sozialversicherungsnummer', 'Vorname', 'Nachname', 'Stadt', 'Postleitzahl (PLZ)', 'Straße und Hausnummer', 'Land']",False,
1,['Numero documento'],False,
3,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum']",True,Voer een geldige geboortedatum in.
3,"['Data di nascita', 'Nome', 'Cognome']",False,
4,"['Città', 'CAP', 'Via e numero civico', 'Paese']",False,
3,"['First name(s)', 'Last name', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Date de naissance', 'Nom']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
2,"['Vorname(n)', 'Anrede']",False,
1,['Type de document'],False,
1,['Número do documento'],False,
1,['Nom'],False,
4,"['Vorname(n)', 'Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
4,"['Prénom', 'Nom', 'Date de naissance', 'Civilité']",False,
4,"['Apellidos', 'Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
2,"['Nom', 'Civilité']",False,
3,"['Vorname(n)', 'Nachname', 'Anrede']",False,
1,['Cognome'],False,
3,"['Città', 'CAP', 'Partita IVA']",False,
3,"['Apellidos', 'Fecha de nacimiento', 'Nombre']",False,
4,"['Stadt', 'Postleitzahl (PLZ)', 'Firmenname', 'Umsatzsteuernummer']",False,
5,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Geschlecht', 'Anrede']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Via e numero civico']",False,
5,"['Prénom', 'Nom', 'Date de naissance', 'Numéro de document', 'Type de document']",False,
4,"['Nome', 'Cognome', 'Data di nascita', 'Genere']",False,
1,['Etternavn'],False,
3,"['Last name', 'Document number', 'Document type']",False,
3,"['Città', 'CAP', 'Paese']",False,
4,"['Nome', 'Cognome', 'Numero documento', 'Tipo di documento']",False,
1,['Vat number'],False,
2,"['Apellidos', 'Nombre']",False,
2,"['Date of birth', 'Title']",False,
3,"['First name(s)', 'Last name', 'Date of birth']",True,Please enter a valid date of birth.
3,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome']",False,
3,"['Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
3,"['Fecha de nacimiento', 'Número de documento', 'Tipo de documento']",False,
2,"['Numero documento', 'Tipo di documento']",False,
1,['Título'],False,
5,"['Nome', 'Sobrenome', 'Data de nascimento', 'Número do documento', 'Tipo de documento']",False,
1,['Tipo di documento'],False,
1,['Titel'],False,
2,"['Date of birth', 'Title']",False,
4,"['Cuidad', 'Código postal', 'Nombre de la empresa', 'Número a efectos de IVA']",False,
3,"['Provincia', 'Nome dell’azienda', 'Partita IVA']",False,
2,"['First name(s)', 'Title']",False,
2,"['Last name', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Nome', 'Cognome']",False,
3,"['Fornavn(e)', 'Efternavn', 'Titel']",False,
1,['Data de nascimento'],True,Insira uma data de nascimento válida.
2,"['Achternaam', 'Geboortedatum']",True,Voer een geldige geboortedatum in.
1,['Fødselsdato'],True,Fødselsdatoen din er ikke gyldig for den valgte passasjertypen.
4,"['Número de documento', 'Nombre', 'Apellidos', 'Tipo de documento']",False,
2,"['Cognome', 'Titolo']",False,
2,"['Prénom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
2,"['Provincia', 'Partita IVA']",False,
1,['CAP'],False,
1,['Sobrenome'],False,
1,['Documentnummer'],False,
4,"['Número de documento', 'Tipo de documento', 'Nombre', 'Apellidos']",False,
6,"['First name', 'Surname', 'City', 'Postal code', 'Street and number', 'Country']",False,
2,"['Voorna(a)m(en', 'Achternaam']",False,
3,"['Voorna(a)m(en', 'Achternaam', 'Titel']",False,
1,['Documenttype'],False,
3,"['Nom', 'Date de naissance', 'Prénom']",False,
4,"['Document number', 'First name(s)', 'Last name', 'Document type']",False,
1,['Document number'],False,
5,"['Vorname(n)', 'Nachname', 'Geburtsdatum', 'Dokumentnummer', 'Art des Dokuments']",False,
5,"['Fiscal number / Social security number', 'City', 'Postal code', 'Street and number', 'Country']",False,
7,"['Número fiscal / número de seguridad social', 'Nombre', 'Apellidos', 'Cuidad', 'Código postal', 'Calle y número', 'País']",False,
1,['Cognome'],False,
6,"['Fiscal number / Social security number', 'Surname', 'City', 'Postal code', 'Street and number', 'Country']",False,
1,['Geboortedatum'],True,Voer een geldige geboortedatum in.
2,"['Número do documento', 'Tipo de documento']",False,
3,"['Ville', 'Code postal', 'Nom de l’entreprise']",False,
2,"['Fecha de nacimiento', 'Número de documento']",False,
3,"['Geburtsdatum', 'Vorname(n)', 'Nachname']",False,
1,['Postal code'],False,
3,"['First name(s)', 'Last name', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
4,"['Nome', 'Cognome', 'Data di nascita', 'Titolo']",False,
2,"['Numéro fiscal / numéro de sécurité sociale', 'Pays']",False,
4,"['Last name', 'Date of birth', 'First name(s)', 'Title']",False,
2,"['Apellidos', 'Número de documento']",False,
1,['Nachname'],False,
5,"['Cognome', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
3,"['First name(s)', 'Last name', 'Title']",False,
2,"['Date of birth', 'Last name']",False,
2,"['Fornavn', 'Etternavn']",False,
3,"['Efternavn', 'Fornavn(e)', 'Titel']",False,
3,"['Prénom', 'Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
1,['Genere'],False,
1,['Födelsedatum'],False,
2,"['Nom de l’entreprise', 'Numéro de TVA']",False,
2,"['Sobrenome', 'Data de nascimento']",True,Insira uma data de nascimento válida.
3,"['Postal code', 'Company name', 'Vat number']",False,
5,"['Last name', 'Date of birth', 'Document number', 'Document type', 'First name(s)']",False,
1,['First name(s)'],False,
4,"['Nome', 'Sobrenome', 'Número do documento', 'Tipo de documento']",False,
2,"['Nome', 'Sobrenome']",False,
1,['Prénom'],False,
2,"['Date de naissance', 'Civilité']",False,
2,"['First name(s)', 'Date of birth']",True,Please enter a valid date of birth.
1,['Tittel'],False,
2,"['Achternaam', 'Voorna(a)m(en']",False,
5,"['Número de documento', 'Tipo de documento', 'Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
2,"['Provincia', 'Via e numero civico']",False,
3,"['Cognome', 'Nome', 'Titolo']",False,
3,"['Achternaam', 'Geboortedatum', 'Voorna(a)m(en']",False,
2,"['Cognome', 'Data di nascita']",False,
3,"['Città', 'CAP', 'Provincia']",False,
4,"['Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
5,"['Número de documento', 'Nombre', 'Apellidos', 'Fecha de nacimiento', 'Tipo de documento']",False,
2,"['Company name', 'Vat number']",False,
3,"['Nom', 'Numéro de document', 'Type de document']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
3,"['Apellidos', 'Nombre', 'Título']",False,
1,['Via e numero civico'],False,
3,"['Nom', 'Prénom', 'Date de naissance']",True,La date de naissance n'est pas valide pour le type de passager sélectionné.
2,"['Achternaam', 'Voorna(a)m(en']",False,
3,"['Prénom', 'Nom', 'Numéro de document']",False,
6,"['Numéro fiscal / numéro de sécurité sociale', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
1,['Titel'],False,
4,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Título']",False,
2,"['Geburtsdatum', 'Anrede']",False,
2,"['Nom', 'Date de naissance']",True,Ne peut être antérieur à 1900 ou postérieur à la date actuelle.
1,['Número fiscal/Número do CPF'],False,
3,"['Code postal', 'Nom de l’entreprise', 'Numéro de TVA']",False,
3,"['City', 'Postal code', 'Vat number']",False,
3,"['Nombre', 'Apellidos', 'Tipo de documento']",False,
3,"['Fecha de nacimiento', 'Nombre', 'Apellidos']",False,
1,['Nom de l’entreprise'],False,
6,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Ville', 'Code postal', 'Rue et numéro']",False,
1,['Vorname(n)'],False,
2,"['Förnamn', 'Efternamn']",False,
4,"['Cidade', 'CEP', 'Nome da empresa', 'Número de IVA']",False,
4,"['Numéro de document', 'Prénom', 'Nom', 'Type de document']",False,
3,"['Last name', 'Date of birth', 'Title']",False,
2,"['Nome', 'Data di nascita']",False,
2,"['Fecha de nacimiento', 'Tipo de documento']",False,
3,"['Nachname', 'Geburtsdatum', 'Geschlecht']",False,
3,"['Vorname(n)', 'Nachname', 'Dokumentnummer']",False,
1,['Apellidos'],False,
4,"['Last name', 'Document number', 'Document type', 'First name(s)']",False,
3,"['First name(s)', 'Last name', 'Document number']",False,
2,"['Fecha de nacimiento', 'Número de documento']",False,
4,"['Nombre', 'Apellidos', 'Número de documento', 'Tipo de documento']",False,
2,"['Fornavn(e)', 'Efternavn']",False,
3,"['Fiscal number / Social security number', 'First name', 'Surname']",False,
2,"['CAP', 'Provincia']",False,
1,['Número de documento'],False,
3,"['Nachname', 'Vorname(n)', 'Anrede']",False,
4,"['Nombre', 'Apellidos', 'Fecha de nacimiento', 'Número de documento']",False,
3,"['Città', 'Nome dell’azienda', 'Partita IVA']",False,
4,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Provincia']",False,
1,['Nome dell’azienda'],False,
3,"['Last name', 'Date of birth', 'Gender']",False,
1,['Country'],False,
1,['Numéro de document'],False,
2,"['First name(s)', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Document type', 'Document number']",False,
4,"['Nachname', 'Geburtsdatum', 'Geschlecht', 'Vorname(n)']",False,
3,"['Nombre', 'Apellidos', 'Número de documento']",False,
3,"['Date de naissance', 'Prénom', 'Nom']",False,
3,"['Nom', 'Date de naissance', 'Prénom']",False,
2,"['Fecha de nacimiento', 'Tipo de documento']",False,
3,"['Date of birth', 'Document number', 'Document type']",False,
6,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Città', 'CAP', 'Paese']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
3,"['Cognome', 'Data di nascita', 'Genere']",False,
3,"['First name(s)', 'Last name', 'Date of birth']",True,Cannot be before 1900 or after current date.
5,"['Numéro fiscal / numéro de sécurité sociale', 'Ville', 'Code postal', 'Rue et numéro', 'Pays']",False,
3,"['Nome', 'Cognome', 'Provincia']",False,
1,['Dokumenttyp'],False,
4,"['Document number', 'Document type', 'First name(s)', 'Last name']",False,
5,"['Sexe', 'Prénom', 'Nom', 'Date de naissance', 'Civilité']",False,
3,"['Nom', 'Date de naissance', 'Civilité']",False,
5,"['First name(s)', 'Last name', 'Date of birth', 'Gender', 'Title']",False,
2,"['Fornavn(e)', 'Efternavn']",False,
2,"['Date de naissance', 'Civilité']",False,
3,"['Nombre', 'Apellidos', 'Fecha de nacimiento']",False,
5,"['Fecha de nacimiento', 'Número de documento', 'Tipo de documento', 'Nombre', 'Apellidos']",False,
2,"['Documentnummer', 'Documenttype']",False,
2,"['Date of birth', 'Gender']",False,
5,"['Città', 'CAP', 'Provincia', 'Nome dell’azienda', 'Partita IVA']",False,
1,['Género'],False,
3,"['Document number', 'Document type', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
2,"['Geburtsdatum', 'Geschlecht']",False,
1,['Umsatzsteuernummer'],False,
1,['Art des Dokuments'],False,
3,"['Last name', 'Date of birth', 'First name(s)']",False,
2,"['Etternavn', 'Tittel']",False,
2,"['Nome', 'Data di nascita']",False,
2,"['Date de naissance', 'Nom']",False,
5,"['Nome', 'Cognome', 'Data di nascita', 'Numero documento', 'Tipo di documento']",False,
2,"['Data di nascita', 'Cognome']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'Provincia', 'Via e numero civico']",False,
3,"['Achternaam', 'Voorna(a)m(en', 'Titel']",False,
3,"['City', 'Postal code', 'Company name']",False,
2,"['Fiscal number / Social security number', 'Country']",False,
2,"['Fiscal number / Social security number', 'Province']",False,
4,"['City', 'Postal / ZIP code', 'Company name', 'VAT number']",False,
3,"['Date of birth', 'First name(s)', 'Last name']",False,
3,"['Document number', 'Document type', 'Date of birth']",True,Please enter a valid date of birth.
2,"['Data di nascita', 'Nome']",False,
1,['Nome'],False,
3,"['Förnamn', 'Efternamn', 'Titel']",False,
3,"['Nome', 'Cognome', 'Data di nascita']",False,
5,"['Prénom', 'Nom', 'Date de naissance', 'Sexe', 'Civilité']",False,
2,"['Apellidos', 'Título']",False,
2,"['Città', 'CAP']",False,
3,"['Nachname', 'Dokumentnummer', 'Art des Dokuments']",False,
2,"['Apellidos', 'Tipo de documento']",False,
2,"['Codice fiscale / Numero di previdenza sociale', 'Via e numero civico']",False,
3,"['Número de documento', 'Tipo de documento', 'Fecha de nacimiento']",False,
4,"['Prénom', 'Nom', 'Date de naissance', 'Sexe']",False,
1,['Número fiscal / número de seguridad social'],False,
2,"['Número de documento', 'Fecha de nacimiento']",False,
2,"['Ville', 'Code postal']",False,
3,"['Nombre', 'Apellidos', 'Tipo de documento']",False,
1,['Dokumentnummer'],False,
3,"['Nom', 'Prénom', 'Date de naissance']",True,Une date de naissance valide doit être renseignée.
3,"['First name(s)', 'Last name', 'Date of birth']",True,Cannot be before 1900 or after current date.
3,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille']",False,
4,"['Voorna(a)m(en', 'Achternaam', 'Documentnummer', 'Documenttype']",False,
2,"['CAP', 'Paese']",False,
1,['Sexe'],False,
3,"['deliveryOptions.euTicket.passengerLabel.passenger.firstName', 'deliveryOptions.euTicket.passengerLabel.passenger.lastName', 'deliveryOptions.euTicket.passengerLabel.passenger.dateOfBirth']",False,
2,"['Date of birth', 'Last name']",False,
1,['Tipo de documento'],False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Città', 'CAP', 'Via e numero civico', 'Paese']",False,
3,"['First name(s)', 'Date of birth', 'Last name']",False,
7,"['Fiscal number / Social security number', 'First name', 'Last name', 'City', 'Postal / ZIP code', 'Street and number', 'Country']",False,
4,"['Tipo de documento', 'Nombre', 'Apellidos', 'Número de documento']",False,
3,"['Ville', 'Nom de l’entreprise', 'Numéro de TVA']",False,
5,"['Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Geslacht', 'Titel']",False,
4,"['Geburtsdatum', 'Vorname(n)', 'Nachname', 'Anrede']",False,
4,"['Codice fiscale / Numero di previdenza sociale', 'Città', 'CAP', 'Via e numero civico']",False,
2,"['deliveryOptions.euTicket.passengerLabel.passenger.firstName', 'deliveryOptions.euTicket.passengerLabel.passenger.lastName']",False,
2,"['Date of birth', 'Document type']",False,
3,"['Date de naissance', 'Numéro de document', 'Type de document']",False,
1,['Código postal'],False,
3,"['Sobrenome', 'Data de nascimento', 'Nome']",False,
2,"['City', 'Postal code']",False,
1,['Region'],False,
3,"['Codice fiscale / Numero di previdenza sociale', 'Provincia', 'Via e numero civico']",False,
3,"['Date de naissance', 'Numéro de document', 'Type de document']",False,
2,"['Tipo de documento', 'Fecha de nacimiento']",False,
5,"['Geslacht', 'Voorna(a)m(en', 'Achternaam', 'Geboortedatum', 'Titel']",False,
2,"['Date of birth', 'Document number']",False,
3,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Provincia']",False,
3,"['Prénom', 'Date de naissance', 'Nom']",False,
4,"['First name(s)', 'Last name', 'Document number', 'Document type']",False,
3,"['Fornavn(e)', 'Efternavn', 'Fødselsdato']",True,Angiv en gyldig fødselsdato.
5,"['Codice fiscale / Numero di previdenza sociale', 'Nome', 'Cognome', 'CAP', 'Via e numero civico']",False,
3,"['Nome', 'Sobrenome', 'Título']",False,
2,"['Sobrenome', 'Nome']",False,
5,"['Codice fiscale / Numero di previdenza sociale', 'Città', 'CAP', 'Provincia', 'Via e numero civico']",False,
4,"['Numéro fiscal / numéro de sécurité sociale', 'Prénom', 'Nom de famille', 'Pays']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Darf nicht vor 1900 bzw. nach dem heutigen Datum liegen.
2,"['CAP', 'Partita IVA']",False,
1,['Nome'],False,
3,"['Nombre', 'Número de documento', 'Tipo de documento']",False,
3,"['Prénom', 'Nom', 'Civilité']",False,
2,"['Número de documento', 'Apellidos']",False,
4,"['First name(s)', 'Last name', 'Date of birth', 'Document number']",False,
3,"['City', 'Postal code', 'Street and number']",False,
3,"['Vorname(n)', 'Nachname', 'Geburtsdatum']",True,Ihr Geburtsdatum ist für die ausgewählte Altersgruppe nicht gültig.
2,"['Förnamn', 'Efternamn']",False,
3,"['Last name', 'First name(s)', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
4,"['Plaats', 'Postcode', 'Bedrijfsnaam', 'Btw-nummer']",False,
4,"['Nom', 'Date de naissance', 'Prénom', 'Civilité']",False,
2,"['Geschlecht', 'Anrede']",False,
7,"['Fiscaal nummer / sofinummer', 'Voornaam', 'Achternaam', 'Plaats', 'Postcode', 'Straat en huisnummer', 'Land']",False,
2,"['Sobrenome', 'Nome']",False,
3,"['First name(s)', 'Last name', 'Document number']",False,
4,"['Nombre', 'Apellidos', 'Tipo de documento', 'Número de documento']",False,
4,"['Codice fiscale / Numero di previdenza sociale', 'CAP', 'Via e numero civico', 'Paese']",False,
2,"['Achternaam', 'Titel']",False,
6,"['Nombre', 'Apellidos', 'Cuidad', 'Código postal', 'Calle y número', 'País']",False,
2,"['Apellidos', 'Fecha de nacimiento']",False,
2,"['Document number', 'Date of birth']",True,Your date of birth is not valid for the selected passenger type.
1,['Número a efectos de IVA'],False,
2,"['Date de naissance', 'Prénom']",False,
1,['Födelsedatum'],False,
